"","itemid","condition","cresp","experiment","item","question","question.acc","question.cresp","question.resp","question.rt","sentence","slide_1.resp","slide_1.rt","subject","trial","trial_abort","roi","FFD","FFP","SFD","FPRT","RBRT","TFT","RPD","CRPD","RRT","RRTP","RRTR","RBRC","TRC","LPRT","word","group","spill0len","spill1len","spill2len","spill","NPsubj","NPobj","logTFT","logFPRT","logRPD","wlen"
"3543","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","2342731","Some boy read each book during lunch break in the solarium.","Y",461,"27","38","0","2",249,1,249,249,249,249,452,1411,0,0,0,1,1,249,"boy ","3",5,3,3,"9","existential","universal",5.51745289646471,5.51745289646471,6.11368217983223,3
"3544","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","2342731","Some boy read each book during lunch break in the solarium.","Y",461,"27","38","0","3",171,1,171,171,171,171,171,1582,0,0,0,0,0,171,"read ","3",5,3,3,"9","existential","universal",5.14166355650266,5.14166355650266,5.14166355650266,4
"3545","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","2342731","Some boy read each book during lunch break in the solarium.","Y",461,"27","38","0","4",210,1,210,210,210,210,210,1792,0,0,0,0,0,210,"each ","3",5,3,3,"0","existential","universal",5.34710753071747,5.34710753071747,5.34710753071747,4
"3546","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","2342731","Some boy read each book during lunch break in the solarium.","Y",461,"27","38","0","5",175,1,175,175,175,175,175,1967,0,0,0,0,0,175,"book ","3",5,3,3,"0","existential","universal",5.16478597392351,5.16478597392351,5.16478597392351,4
"3547","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","2342731","Some boy read each book during lunch break in the solarium.","Y",461,"27","38","0","6",223,1,0,223,223,400,223,2190,177,0,177,0,0,177,"during ","3",5,3,3,"1","existential","universal",5.99146454710798,5.40717177146012,5.40717177146012,6
"3548","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","2342731","Some boy read each book during lunch break in the solarium.","Y",461,"27","38","0","7",123,1,0,123,123,322,300,2490,199,0,199,1,1,199,"lunch ","3",5,3,3,"1","existential","universal",5.77455154554441,4.81218435537242,5.7037824746562,5
"3550","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","2424044","Some boy read each book during lunch break in the solarium.","Y",501,"11","106","0","1",147,1,0,1138,1138,1138,1138,1138,0,0,0,0,0,1138,"Some ","3",5,3,3,"9","existential","universal",7.03702761468628,7.03702761468628,7.03702761468628,4
"3551","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","2424044","Some boy read each book during lunch break in the solarium.","Y",501,"11","106","0","10",138,1,0,138,138,302,300,3219,164,0,164,1,1,164,"the ","3",5,3,3,"2","existential","universal",5.71042701737487,4.92725368515721,5.7037824746562,3
"3552","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","2424044","Some boy read each book during lunch break in the solarium.","Y",501,"11","106","0","11",422,1,0,422,867,867,2205,5424,445,445,0,2,2,445,"solarium. ","3",5,3,3,"2","existential","universal",6.76503897678054,6.04500531403601,7.69848278788095,9
"3553","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","2424044","Some boy read each book during lunch break in the solarium.","Y",501,"11","106","0","2",270,1,270,270,270,270,270,1408,0,0,0,0,0,270,"boy ","3",5,3,3,"9","existential","universal",5.59842195899838,5.59842195899838,5.59842195899838,3
"3554","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","2424044","Some boy read each book during lunch break in the solarium.","Y",501,"11","106","0","3",287,1,0,580,580,928,580,1988,348,0,348,0,0,150,"read ","3",5,3,3,"9","existential","universal",6.8330317327862,6.36302810354046,6.36302810354046,4
"3556","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","2424044","Some boy read each book during lunch break in the solarium.","Y",501,"11","106","0","5",266,1,0,421,421,760,421,2409,339,0,339,0,1,143,"book ","3",5,3,3,"0","existential","universal",6.63331843328038,6.04263283368238,6.04263283368238,4
"3557","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","2424044","Some boy read each book during lunch break in the solarium.","Y",501,"11","106","0","6",174,1,174,174,174,174,174,2583,0,0,0,0,0,174,"during ","3",5,3,3,"1","existential","universal",5.15905529921453,5.15905529921453,5.15905529921453,6
"3558","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","2424044","Some boy read each book during lunch break in the solarium.","Y",501,"11","106","0","7",336,1,336,336,336,336,336,2919,0,0,0,0,0,336,"lunch ","3",5,3,3,"1","existential","universal",5.8171111599632,5.8171111599632,5.8171111599632,5
"3561","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","4093664","Some boy read each book during lunch break in the solarium.","Y",591,"23","107","0","10",177,1,177,177,177,177,177,3166,0,0,0,0,0,177,"the ","3",5,3,3,"2","existential","universal",5.17614973257383,5.17614973257383,5.17614973257383,3
"3562","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","4093664","Some boy read each book during lunch break in the solarium.","Y",591,"23","107","0","11",135,1,135,135,135,135,135,3301,0,0,0,0,0,135,"solarium. ","3",5,3,3,"2","existential","universal",4.90527477843843,4.90527477843843,4.90527477843843,9
"3568","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","4093664","Some boy read each book during lunch break in the solarium.","Y",591,"23","107","0","8",281,1,0,281,449,449,2989,2989,168,168,0,1,1,168,"break ","3",5,3,3,"1","existential","universal",6.10702288774225,5.63835466933375,8.00269416228394,5
"3569","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","4586218","Some boy read each book during lunch break in the solarium.","Y",639,"3","28","0","1",138,1,0,3372,3372,8133,3372,3372,4761,0,4761,0,0,144,"Some ","3",5,3,3,"9","existential","universal",9.00368513816677,8.12326131912175,8.12326131912175,4
"3570","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","4586218","Some boy read each book during lunch break in the solarium.","Y",639,"3","28","0","10",673,1,0,673,1054,1054,2008,11648,381,381,0,1,1,381,"the ","3",5,3,3,"2","existential","universal",6.96034772910131,6.51174532964473,7.60489448081162,3
"3571","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","4586218","Some boy read each book during lunch break in the solarium.","Y",639,"3","28","0","11",268,1,268,268,268,268,760,12408,0,0,0,1,1,268,"solarium. ","3",5,3,3,"2","existential","universal",5.59098698051086,5.59098698051086,6.63331843328038,9
"3572","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","4586218","Some boy read each book during lunch break in the solarium.","Y",639,"3","28","0","2",69,1,0,69,216,638,4833,8205,569,147,422,1,1,150,"boy ","3",5,3,3,"9","existential","universal",6.45833828334479,4.23410650459726,8.48322267184508,3
"3573","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","4586218","Some boy read each book during lunch break in the solarium.","Y",639,"3","28","0","3",233,1,0,233,570,952,842,9047,719,337,382,1,1,198,"read ","3",5,3,3,"9","existential","universal",6.85856503479136,5.4510384535657,6.73578001424233,4
"3574","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","4586218","Some boy read each book during lunch break in the solarium.","Y",639,"3","28","0","4",248,1,0,248,248,407,248,9295,159,0,159,0,0,159,"each ","3",5,3,3,"0","existential","universal",6.00881318544259,5.51342874616498,5.51342874616498,4
"3575","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","4586218","Some boy read each book during lunch break in the solarium.","Y",639,"3","28","0","5",130,1,0,130,130,288,130,9425,158,0,158,0,0,158,"book ","3",5,3,3,"0","existential","universal",5.66296048013595,4.86753445045558,4.86753445045558,4
"3576","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","4586218","Some boy read each book during lunch break in the solarium.","Y",639,"3","28","0","6",215,1,0,215,215,382,215,9640,167,0,167,0,0,167,"during ","3",5,3,3,"1","existential","universal",5.94542060860658,5.37063802812766,5.37063802812766,6
"3579","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","5124503","Some boy read each book during lunch break in the solarium.","Y",677,"39","46","0","10",163,1,163,163,163,163,163,2242,0,0,0,0,0,163,"the ","3",5,3,3,"2","existential","universal",5.09375020080676,5.09375020080676,5.09375020080676,3
"3580","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","5124503","Some boy read each book during lunch break in the solarium.","Y",677,"39","46","0","11",201,1,201,201,201,201,201,2443,0,0,0,0,0,201,"solarium. ","3",5,3,3,"2","existential","universal",5.30330490805908,5.30330490805908,5.30330490805908,9
"3585","1c","c","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","5124503","Some boy read each book during lunch break in the solarium.","Y",677,"39","46","0","8",208,1,208,208,208,208,2079,2079,0,0,0,1,1,208,"break ","3",5,3,3,"1","existential","universal",5.33753807970132,5.33753807970132,7.63964228785801,5
"3586","1d","d","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","11595","Some boy read that book during lunch break in the solarium.","Y",210,"32","81","0","1",100,1,0,1317,1317,1317,1317,1317,0,0,0,0,0,1317,"Some ","3",5,3,3,"9","existential","demonstrative",7.18311170174328,7.18311170174328,7.18311170174328,4
"3587","1d","d","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","11595","Some boy read that book during lunch break in the solarium.","Y",210,"32","81","0","10",199,1,199,199,199,199,374,3707,0,0,0,1,1,199,"the ","3",5,3,3,"2","existential","demonstrative",5.29330482472449,5.29330482472449,5.92425579741453,3
"3588","1d","d","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","11595","Some boy read that book during lunch break in the solarium.","Y",210,"32","81","0","11",841,1,0,1021,1021,1021,1146,4853,0,0,0,1,1,1021,"solarium. ","3",5,3,3,"2","existential","demonstrative",6.92853781816467,6.92853781816467,7.04403289727469,9
"3589","1d","d","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","11595","Some boy read that book during lunch break in the solarium.","Y",210,"32","81","0","2",303,1,303,303,303,303,303,1620,0,0,0,0,0,303,"boy ","3",5,3,3,"9","existential","demonstrative",5.71373280550937,5.71373280550937,5.71373280550937,3
"3590","1d","d","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","11595","Some boy read that book during lunch break in the solarium.","Y",210,"32","81","0","3",261,1,261,261,261,261,261,1881,0,0,0,0,0,261,"read ","3",5,3,3,"9","existential","demonstrative",5.56452040732269,5.56452040732269,5.56452040732269,4
"3591","1d","d","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","11595","Some boy read that book during lunch break in the solarium.","Y",210,"32","81","0","5",381,1,0,669,669,669,669,2550,0,0,0,0,0,669,"book ","3",5,3,3,"0","existential","demonstrative",6.50578406012823,6.50578406012823,6.50578406012823,4
"3592","1d","d","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","11595","Some boy read that book during lunch break in the solarium.","Y",210,"32","81","0","6",267,1,267,267,267,267,267,2817,0,0,0,0,0,267,"during ","3",5,3,3,"1","existential","demonstrative",5.58724865840025,5.58724865840025,5.58724865840025,6
"3593","1d","d","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","11595","Some boy read that book during lunch break in the solarium.","Y",210,"32","81","0","7",397,1,0,397,397,522,397,3214,125,0,125,0,0,125,"lunch ","3",5,3,3,"1","existential","demonstrative",6.25766758788264,5.98393628068719,5.98393628068719,5
"3594","1d","d","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","11595","Some boy read that book during lunch break in the solarium.","Y",210,"32","81","0","8",119,1,119,119,119,119,119,3333,0,0,0,0,0,119,"break ","3",5,3,3,"1","existential","demonstrative",4.77912349311153,4.77912349311153,4.77912349311153,5
"3596","1d","d","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","13924370","Some boy read that book during lunch break in the solarium.","Y",164,"28","102","0","1",40,1,0,932,932,1377,932,932,445,0,445,0,0,220,"Some ","3",5,3,3,"9","existential","demonstrative",7.22766249872865,6.83733281468559,6.83733281468559,4
"3598","1d","d","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","13924370","Some boy read that book during lunch break in the solarium.","Y",164,"28","102","0","11",174,1,0,306,1154,1154,1827,7300,848,848,0,2,2,716,"solarium. ","3",5,3,3,"2","existential","demonstrative",7.05098944706805,5.72358510195238,7.51043055637801,9
"3599","1d","d","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","13924370","Some boy read that book during lunch break in the solarium.","Y",164,"28","102","0","2",202,1,0,202,202,909,427,1359,707,0,707,1,2,165,"boy ","3",5,3,3,"9","existential","demonstrative",6.81234509417748,5.30826769740121,6.05678401322862,3
"3600","1d","d","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","13924370","Some boy read that book during lunch break in the solarium.","Y",164,"28","102","0","3",188,1,0,351,710,710,1637,2996,359,359,0,2,2,193,"read ","3",5,3,3,"9","existential","demonstrative",6.56526497003536,5.86078622346587,7.40062057737113,4
"3601","1d","d","N","quant","1","Did the sentence mention a newspaper?","1","left trigger","left trigger","13924370","Some boy read that book during lunch break in the solarium.","Y",164,"28","102","0","4",820,1,0,1068,1068,1407,1068,4064,339,0,339,0,0,339,"that ","3",5,3,3,"0","existential","demonstrative",7.24921505711439,6.97354301952014,6.97354301952014,4
