"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus","label","correctAnswer","correct"
30751,74,"single-stim",9,196402,"0.0-9.0","m2kvN","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"true"
18798,74,"single-stim",10,216201,"0.0-10.0","m2kvN","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
27129,74,"single-stim",11,244331,"0.0-11.0","m2kvN","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"true"
14181,70,"single-stim",12,259513,"0.0-12.0","m2kvN","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"true"
11167,70,"single-stim",13,271681,"0.0-13.0","m2kvN","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,272683,"0.0-14.0","m2kvN"," ","",NA,""
104194,32,"text",0,104208,"0.0-0.0","M2vUX","","",NA,""
29812,74,"single-stim",1,135021,"0.0-1.0","M2vUX","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
22624,32,"text",2,158653,"0.0-2.0","M2vUX","","",NA,""
24021,32,"text",3,183683,"0.0-3.0","M2vUX","","",NA,""
37614,32,"text",4,222308,"0.0-4.0","M2vUX","","",NA,""
20121,32,"text",5,243439,"0.0-5.0","M2vUX","","",NA,""
9181,32,"text",6,253634,"0.0-6.0","M2vUX","","",NA,""
9838,32,"text",7,264479,"0.0-7.0","M2vUX","","",NA,""
10509,32,"text",8,276000,"0.0-8.0","M2vUX","","",NA,""
23220,70,"single-stim",9,300221,"0.0-9.0","M2vUX","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"true"
8163,74,"single-stim",10,309394,"0.0-10.0","M2vUX","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
21534,74,"single-stim",11,331933,"0.0-11.0","M2vUX","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"true"
10351,70,"single-stim",12,343294,"0.0-12.0","M2vUX","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"false"
29766,70,"single-stim",13,374064,"0.0-13.0","M2vUX","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,375080,"0.0-14.0","M2vUX"," ","",NA,""
6056,32,"text",0,6064,"0.0-0.0","MfdKi","","",NA,""
18131,70,"single-stim",1,25204,"0.0-1.0","MfdKi","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
3175,32,"text",2,29381,"0.0-2.0","MfdKi","","",NA,""
10197,32,"text",3,40579,"0.0-3.0","MfdKi","","",NA,""
9821,32,"text",4,51401,"0.0-4.0","MfdKi","","",NA,""
19830,32,"text",5,72232,"0.0-5.0","MfdKi","","",NA,""
10650,32,"text",6,83883,"0.0-6.0","MfdKi","","",NA,""
16912,32,"text",7,101795,"0.0-7.0","MfdKi","","",NA,""
5448,32,"text",8,108243,"0.0-8.0","MfdKi","","",NA,""
13083,74,"single-stim",9,122329,"0.0-9.0","MfdKi","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
10755,70,"single-stim",10,134088,"0.0-10.0","MfdKi","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"true"
13443,70,"single-stim",11,148531,"0.0-11.0","MfdKi","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"false"
10774,74,"single-stim",12,160307,"0.0-12.0","MfdKi","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"true"
8910,74,"single-stim",13,170219,"0.0-13.0","MfdKi","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,171222,"0.0-14.0","MfdKi"," ","",NA,""
151975,32,"text",0,151982,"0.0-0.0","Mr8NG","","",NA,""
39204,70,"single-stim",1,192232,"0.0-1.0","Mr8NG","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
656626,32,"text",2,849885,"0.0-2.0","Mr8NG","","",NA,""
12537,32,"text",3,863460,"0.0-3.0","Mr8NG","","",NA,""
8954,32,"text",4,873436,"0.0-4.0","Mr8NG","","",NA,""
11632,32,"text",5,886089,"0.0-5.0","Mr8NG","","",NA,""
7213,32,"text",6,894324,"0.0-6.0","Mr8NG","","",NA,""
7953,32,"text",7,903297,"0.0-7.0","Mr8NG","","",NA,""
9134,32,"text",8,913451,"0.0-8.0","Mr8NG","","",NA,""
10782,70,"single-stim",9,925261,"0.0-9.0","Mr8NG","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"true"
7594,74,"single-stim",10,933897,"0.0-10.0","Mr8NG","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
19471,74,"single-stim",11,954376,"0.0-11.0","Mr8NG","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"true"
18155,74,"single-stim",12,973558,"0.0-12.0","Mr8NG","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"true"
21318,74,"single-stim",13,995908,"0.0-13.0","Mr8NG","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,996976,"0.0-14.0","Mr8NG"," ","",NA,""
9298,32,"text",0,9305,"0.0-0.0","n87lc","","",NA,""
30629,70,"single-stim",1,40946,"0.0-1.0","n87lc","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
7619,32,"text",2,49567,"0.0-2.0","n87lc","","",NA,""
16576,32,"text",3,67147,"0.0-3.0","n87lc","","",NA,""
16235,32,"text",4,84382,"0.0-4.0","n87lc","","",NA,""
19188,32,"text",5,104573,"0.0-5.0","n87lc","","",NA,""
24414,32,"text",6,129987,"0.0-6.0","n87lc","","",NA,""
40234,32,"text",7,171223,"0.0-7.0","n87lc","","",NA,""
22432,32,"text",8,194657,"0.0-8.0","n87lc","","",NA,""
11155,70,"single-stim",9,206815,"0.0-9.0","n87lc","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"true"
30592,70,"single-stim",10,238411,"0.0-10.0","n87lc","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"false"
4126,74,"single-stim",11,243537,"0.0-11.0","n87lc","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
17680,70,"single-stim",12,262219,"0.0-12.0","n87lc","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"false"
5955,70,"single-stim",13,269176,"0.0-13.0","n87lc","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,270179,"0.0-14.0","n87lc"," ","",NA,""
5918,32,"text",0,5923,"0.0-0.0","O7mSt","","",NA,""
27518,74,"single-stim",1,34447,"0.0-1.0","O7mSt","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
4111,32,"text",2,39558,"0.0-2.0","O7mSt","","",NA,""
3392,32,"text",3,43952,"0.0-3.0","O7mSt","","",NA,""
5173,32,"text",4,50126,"0.0-4.0","O7mSt","","",NA,""
6001,32,"text",5,57127,"0.0-5.0","O7mSt","","",NA,""
3333,32,"text",6,61461,"0.0-6.0","O7mSt","","",NA,""
3592,32,"text",7,66053,"0.0-7.0","O7mSt","","",NA,""
3384,32,"text",8,70438,"0.0-8.0","O7mSt","","",NA,""
17626,70,"single-stim",9,89066,"0.0-9.0","O7mSt","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"true"
9193,74,"single-stim",10,99262,"0.0-10.0","O7mSt","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
