subject,trial_index,trial_type,list,responses,subject,trial_index,trial_type,list,Type,Sentence,Response,item,cond,repeatability,IlluBare,quantifier,ellipsis,additive,Fill1,Fill2
iP5mf,93,survey-likert,2,,iP5mf,93,survey-likert,2,filler,It will take us the rest of our lives to drink the champagne that they spilled beer last night.,1,,,,,,,,*F,N
iP5mf,95,survey-likert,2,,iP5mf,95,survey-likert,2,filler,Last night Cecil saw the silly B-movie about summer camp that Tom had recommended to her.,2,,,,,,,,F,N
iP5mf,96,survey-likert,2,,iP5mf,96,survey-likert,2,filler,My grandfather worked for a train company that had in its last days.,1,,,,,,,,*F,N
iP5mf,97,survey-likert,2,,iP5mf,97,survey-likert,2,filler,More Americans have been to Russia than I have.,7,,,,,,,,*F,C
iP5mf,98,survey-likert,2,,iP5mf,98,survey-likert,2,filler,Many students feel that older professors who have shouldn't have relationships with them.,1,,,,,,,,*F,N
iP5mf,100,survey-likert,2,,iP5mf,100,survey-likert,2,filler,Last year fewer rats that live in New York's five boroughs than I did.,1,,,,,,,,*F,C
iP5mf,101,survey-likert,2,,iP5mf,101,survey-likert,2,filler,This week an anonymous donor gave money to the kindergarten that my child attends.,7,,,,,,,,F,N
iP5mf,102,survey-likert,2,,iP5mf,102,survey-likert,2,filler,Thicker soup is needed if it is to be the first course of a light dinner.,7,,,,,,,,F,N
iP5mf,104,survey-likert,2,,iP5mf,104,survey-likert,2,filler,Marty is sure that the rain is health-wise if not snowing is.,2,,,,,,,,*F,N
iP5mf,105,survey-likert,2,,iP5mf,105,survey-likert,2,filler,Dylan was more talented than Donovan could ever dream of being.,7,,,,,,,,F,C
iP5mf,106,survey-likert,2,,iP5mf,106,survey-likert,2,filler,Sam doesn't like to stop at the gas station that Danielle has been.,2,,,,,,,,*F,N
iP5mf,108,survey-likert,2,,iP5mf,108,survey-likert,2,filler,The car that I own is parked on the corner that are of mine.,1,,,,,,,,*F,N
iP5mf,109,survey-likert,2,,iP5mf,109,survey-likert,2,filler,Lately there are more reports in her inbox than she knows what to do with.,7,,,,,,,,F,N
iP5mf,110,survey-likert,2,,iP5mf,110,survey-likert,2,filler,Last Saturday a cowboy who works at the A-bar Ranch fell off of his horse and survived.,6,,,,,,,,F,N
iP5mf,112,survey-likert,2,,iP5mf,112,survey-likert,2,filler,This time Michael found fifteen typos in the one-page document.,5,,,,,,,,F,N
iP5mf,114,survey-likert,2,,iP5mf,114,survey-likert,2,filler,More Germans will have gone to Italy this year than many Americans have sailed.,1,,,,,,,,*F,C
iP5mf,115,survey-likert,2,,iP5mf,115,survey-likert,2,filler,The horses have been more enthusiastic about riding out in the open than cows are sad.,1,,,,,,,,*F,C
iP5mf,117,survey-likert,2,,iP5mf,117,survey-likert,2,filler,The Governor's race in California will be the most expensive race to date.,7,,,,,,,,F,N
iP5mf,118,survey-likert,2,,iP5mf,118,survey-likert,2,filler,In the past year fewer than 20 percent of car owners were satisfied with their car insurance.,6,,,,,,,,F,C
iP5mf,119,survey-likert,2,,iP5mf,119,survey-likert,2,filler,He throws away books like I keep papers without reading the subtext.,2,,,,,,,,*F,N
iP5mf,121,survey-likert,2,,iP5mf,121,survey-likert,2,filler,This year Phillip has tons of homework that a student like Laura drinks too much.,1,,,,,,,,*F,N
iP5mf,123,survey-likert,2,,iP5mf,123,survey-likert,2,filler,There are piano players in the bar who I frequently have talked.,1,,,,,,,,*F,N
iP5mf,124,survey-likert,2,,iP5mf,124,survey-likert,2,filler,My professor has been to Australia more times than I will ever go.,6,,,,,,,,F,C
iP5mf,125,survey-likert,2,,iP5mf,125,survey-likert,2,filler,Veterans are easy to discuss points of view for.,3,,,,,,,,*F,N
iP5mf,126,survey-likert,2,,iP5mf,126,survey-likert,2,filler,Music tapes that does are not even sold in stores anymore.,1,,,,,,,,*F,N
iP5mf,127,survey-likert,2,,iP5mf,127,survey-likert,2,filler,This month the choir sings the songs that the gathered people have requested.,4,,,,,,,,F,N
iP5mf,128,survey-likert,2,,iP5mf,128,survey-likert,2,filler,So many people have given more money to our charity than I thought that did.,3,,,,,,,,*F,C
iP5mf,129,survey-likert,2,,iP5mf,129,survey-likert,2,filler,Less than 30 percent of the students in the class gave a high rating to the professor.,6,,,,,,,,F,C
iP5mf,130,survey-likert,2,,iP5mf,130,survey-likert,2,filler,Germans have knocked down the wall that the Russians built the temple.,1,,,,,,,,*F,N
iP5mf,131,survey-likert,2,,iP5mf,131,survey-likert,2,filler,Esme is more intelligent than Einstein is smart.,6,,,,,,,,F,C
iP5mf,132,survey-likert,2,,iP5mf,132,survey-likert,2,filler,Drinking Pepsi is more often recommended for a cold than cough syrup.,6,,,,,,,,*F,C
iP5mf,133,survey-likert,2,,iP5mf,133,survey-likert,2,filler,City buses are filled with people less often than they're empty.,7,,,,,,,,F,C
iP5mf,135,survey-likert,2,,iP5mf,135,survey-likert,2,filler,In the future humans will inhabit more planets than they do now.,6,,,,,,,,F,C
iP5mf,138,survey-likert,2,,iP5mf,138,survey-likert,2,filler,Last Thursday the convenience store that I often go to burned down.,6,,,,,,,,F,N
iP5mf,139,survey-likert,2,,iP5mf,139,survey-likert,2,filler,Couples have more money than singles because they get a tax break.,6,,,,,,,,F,C
iP5mf,140,survey-likert,2,,iP5mf,140,survey-likert,2,filler,These days at least as many owners take their pets to this vet than the other one.,3,,,,,,,,*F,C
iP5mf,141,survey-likert,2,,iP5mf,141,survey-likert,2,filler,Only around 35 percent of Mexicans actually voted for their current president.,7,,,,,,,,F,N
iP5mf,142,survey-likert,2,,iP5mf,142,survey-likert,2,filler,Taller people have tried to pass this way as we believe should happen.,2,,,,,,,,*F,C
iP5mf,143,survey-likert,2,,iP5mf,143,survey-likert,2,filler,A dozen cups of coffee are served at this diner than of orange juice are.,2,,,,,,,,*F,C
iP5mf,144,survey-likert,2,,iP5mf,144,survey-likert,2,filler,Bill is a shorter man than the door is fat for a piece of furniture.,1,,,,,,,,*F,C
iP5mf,145,survey-likert,2,,iP5mf,145,survey-likert,2,filler,All the people that have been to the city in Italy that I visited would think.,1,,,,,,,,*F,N
iP5mf,146,survey-likert,2,,iP5mf,146,survey-likert,2,filler,Some flowers that hung from the fence will know potting.,1,,,,,,,,*F,N
iP5mf,147,survey-likert,2,,iP5mf,147,survey-likert,2,filler,Tons more yellow corn is produced in the Midwest than wheat is produced without harvesting.,5,,,,,,,,*F,C
iP5mf,148,survey-likert,2,,iP5mf,148,survey-likert,2,filler,Brandon has decided to go to the wedding that Albert and June planned so carefully.,6,,,,,,,,F,N
iP5mf,150,survey-likert,2,,iP5mf,150,survey-likert,2,filler,Last week a conflict between protestors and police broke out in downtown Chicago.,6,,,,,,,,F,N
iP5mf,152,survey-likert,2,,iP5mf,152,survey-likert,2,filler,Ferdinand is wider in the hips this year than Max is broad in the shoulders.,5,,,,,,,,F,C
iP5mf,153,survey-likert,2,,iP5mf,153,survey-likert,2,filler,A computer program that can be downloaded as many times than you did.,1,,,,,,,,*F,C
iP5mf,154,survey-likert,2,,iP5mf,154,survey-likert,2,filler,Weirder things have happened in Samantha's life than in Parissa's.,7,,,,,,,,F,C
iP5mf,155,survey-likert,2,,iP5mf,155,survey-likert,2,filler,The teenager has a lot of it on his face so he ever had pimples.,1,,,,,,,,*F,N
iP5mf,156,survey-likert,2,,iP5mf,156,survey-likert,2,filler,It's not like flowers were left over from the wedding like of ribbons will be.,2,,,,,,,,*F,N
iP5mf,158,survey-likert,2,,iP5mf,158,survey-likert,2,filler,Last night a truck driver was driving way too fast and nearly caused an accident.,7,,,,,,,,F,N
iP5mf,159,survey-likert,2,,iP5mf,159,survey-likert,2,filler,Last month every book in the storage room was thrown away by the custodian.,5,,,,,,,,F,N
iP5mf,160,survey-likert,2,,iP5mf,160,survey-likert,2,filler,Every chimney sweep in the UK has thrown soot on someone.,5,,,,,,,,F,N
iP5mf,161,survey-likert,2,,iP5mf,161,survey-likert,2,filler,The photographer still has a few friends that work for National Geographic.,7,,,,,,,,F,N
iP5mf,162,survey-likert,2,,iP5mf,162,survey-likert,2,filler,Yellow shoes are a fit for young people unlike older shoes do.,1,,,,,,,,*F,N
iP5mf,165,survey-likert,2,,iP5mf,165,survey-likert,2,filler,Phillip has more homework this week than Laura is a student who has.,1,,,,,,,,*F,C
iP5mf,166,survey-likert,2,,iP5mf,166,survey-likert,2,filler,Max persuaded more of the men to buy more of the cars than you persuaded to sell.,1,,,,,,,,*F,C
iP5mf,168,survey-likert,2,,iP5mf,168,survey-likert,2,filler,Automatic Teller Machines are most often built in locations that don't.,1,,,,,,,,*F,N
iP5mf,169,survey-likert,2,,iP5mf,169,survey-likert,2,filler,Most pet owners find that organic food helps keep their pets healthy.,7,,,,,,,,F,N
iP5mf,172,survey-likert,2,,iP5mf,172,survey-likert,2,filler,Writers think about more things that have to do with philosophy as painters do.,4,,,,,,,,*F,C
iP5mf,173,survey-likert,2,,iP5mf,173,survey-likert,2,filler,Journalists usually assume that it is best to present information objectively.,6,,,,,,,,F,N
iP5mf,175,survey-likert,2,,iP5mf,175,survey-likert,2,filler,It was what a long paper John sent to what a famous journal.,1,,,,,,,,*F,N
iP5mf,178,survey-likert,2,,iP5mf,178,survey-likert,2,filler,Books have been written in darker times than without a typewriter.,3,,,,,,,,*F,C
iP5mf,180,survey-likert,2,,iP5mf,180,survey-likert,2,filler,A lot of people would ride the metro if it was more affordable.,5,,,,,,,,F,N
iP5mf,182,survey-likert,2,,iP5mf,182,survey-likert,2,filler,Raccoons try to get into my garbage cans that should food ultimately.,1,,,,,,,,*F,N
iP5mf,183,survey-likert,2,,iP5mf,183,survey-likert,2,filler,Professional basketball players are the kind of role-models that children are look for.,2,,,,,,,,F,N
iP5mf,184,survey-likert,2,,iP5mf,184,survey-likert,2,filler,For hours Gertrude's puppy has been chewing on a bone that she gave him.,6,,,,,,,,F,N
iP5mf,186,survey-likert,2,,iP5mf,186,survey-likert,2,filler,This year brighter lights have been put up on that house for Halloween than me.,1,,,,,,,,*F,C
iP5mf,187,survey-likert,2,,iP5mf,187,survey-likert,2,filler,His end of semester paper is excited in a incomprehensive sense.,4,,,,,,,,*F,N
iP5mf,188,survey-likert,2,,iP5mf,188,survey-likert,2,filler,Martha was a stricter baker than flows water Potomac-ward.,1,,,,,,,,*F,C
iP5mf,189,survey-likert,2,,iP5mf,189,survey-likert,2,filler,Detectives have a harder time that you found your cat.,1,,,,,,,,*F,C
iP5mf,190,survey-likert,2,,iP5mf,190,survey-likert,2,filler,Cowboys have more fun than Thomas because they get to wear cowboy boots.,6,,,,,,,,F,C
IpDqK,1,survey-likert,1,,IpDqK,1,survey-likert,1,filler,Esme is more intelligent than Einstein is smart.,4,,,,,,,,F,C
IpDqK,2,survey-likert,1,,IpDqK,2,survey-likert,1,filler,Martin predicts that video sales will go up as more baby-boomers retire.,7,,,,,,,,F,N
IpDqK,3,survey-likert,1,,IpDqK,3,survey-likert,1,filler,Most parents who care have visited the college that their children go to.,5,,,,,,,,F,N
IpDqK,4,survey-likert,1,,IpDqK,4,survey-likert,1,filler,Many students feel that older professors who have shouldn't have relationships with them.,2,,,,,,,,*F,N
IpDqK,5,survey-likert,1,,IpDqK,5,survey-likert,1,filler,A lot of people in the 60s believed that world peace was possible.,7,,,,,,,,F,N
IpDqK,6,survey-likert,1,,IpDqK,6,survey-likert,1,filler,Dolly has bigger hair this year than yours and mine combined did.,1,,,,,,,,*F,C
IpDqK,7,survey-likert,1,,IpDqK,7,survey-likert,1,filler,Journalists usually assume that it is best to present information objectively.,6,,,,,,,,F,N
IpDqK,8,survey-likert,1,,IpDqK,8,survey-likert,1,filler,Last year fewer rats that live in New York's five boroughs than I did.,1,,,,,,,,*F,C
IpDqK,9,survey-likert,1,,IpDqK,9,survey-likert,1,filler,All of the cups of black coffee that I did were left on the counter.,1,,,,,,,,*F,N
IpDqK,10,survey-likert,1,,IpDqK,10,survey-likert,1,filler,Raccoons try to get into my garbage cans that should food ultimately.,1,,,,,,,,*F,N
IpDqK,12,survey-likert,1,,IpDqK,12,survey-likert,1,filler,Tons more yellow corn is produced in the Midwest than wheat is produced without harvesting.,2,,,,,,,,*F,C
IpDqK,13,survey-likert,1,,IpDqK,13,survey-likert,1,filler,Thicker soup is needed if it is to be the first course of a light dinner.,5,,,,,,,,F,N
IpDqK,14,survey-likert,1,,IpDqK,14,survey-likert,1,filler,Only around 35 percent of Mexicans actually voted for their current president.,3,,,,,,,,F,N
IpDqK,15,survey-likert,1,,IpDqK,15,survey-likert,1,filler,More Europeans would come to America for their schooling if they could.,5,,,,,,,,F,C
IpDqK,16,survey-likert,1,,IpDqK,16,survey-likert,1,filler,These days the university shuttle is on time more often than it is late.,5,,,,,,,,F,C
IpDqK,17,survey-likert,1,,IpDqK,17,survey-likert,1,filler,Sam doesn't like to stop at the gas station that Danielle has been.,2,,,,,,,,*F,N
IpDqK,18,survey-likert,1,,IpDqK,18,survey-likert,1,filler,Native Americans have more to complain about than.,2,,,,,,,,*F,C
IpDqK,19,survey-likert,1,,IpDqK,19,survey-likert,1,filler,It was what a long paper John sent to what a famous journal.,2,,,,,,,,*F,N
IpDqK,20,survey-likert,1,,IpDqK,20,survey-likert,1,filler,My grandfather worked for a train company that had in its last days.,2,,,,,,,,*F,N
IpDqK,21,survey-likert,1,,IpDqK,21,survey-likert,1,filler,It will take us the rest of our lives to drink the champagne that they spilled beer last night.,2,,,,,,,,*F,N
IpDqK,22,survey-likert,1,,IpDqK,22,survey-likert,1,filler,Any towels that are left outside the locker-room area will be put into the lost and found.,7,,,,,,,,F,N
IpDqK,23,survey-likert,1,,IpDqK,23,survey-likert,1,filler,Stanley is 30-years old and 46-years old yesterday and tomorrow respectively.,2,,,,,,,,*F,N
IpDqK,24,survey-likert,1,,IpDqK,24,survey-likert,1,filler,The Governor's race in California will be the most expensive race to date.,7,,,,,,,,F,N
IpDqK,28,survey-likert,1,,IpDqK,28,survey-likert,1,filler,More Mexicans have better jobs now that NAFTA has taken effect.,6,,,,,,,,F,C
IpDqK,30,survey-likert,1,,IpDqK,30,survey-likert,1,filler,This habit of cigar smoking is unlikely to be Lasandra's fault because Maria is.,2,,,,,,,,*F,N
IpDqK,31,survey-likert,1,,IpDqK,31,survey-likert,1,filler,These days more people from the West go to China for vacation than to Germany.,6,,,,,,,,F,C
IpDqK,33,survey-likert,1,,IpDqK,33,survey-likert,1,filler,Max persuaded some of the men to buy cars after you accomplished to sell.,2,,,,,,,,*F,N
IpDqK,34,survey-likert,1,,IpDqK,34,survey-likert,1,filler,Tea is a better drink when you have a cold than coffee is.,7,,,,,,,,F,C
IpDqK,35,survey-likert,1,,IpDqK,35,survey-likert,1,filler,His end of semester paper is excited in a incomprehensive sense.,3,,,,,,,,*F,N
IpDqK,36,survey-likert,1,,IpDqK,36,survey-likert,1,filler,Brandon has decided to go to the wedding that Albert and June planned so carefully.,6,,,,,,,,F,N
IpDqK,37,survey-likert,1,,IpDqK,37,survey-likert,1,filler,Last night Cecil saw the silly B-movie about summer camp that Tom had recommended to her.,6,,,,,,,,F,N
IpDqK,38,survey-likert,1,,IpDqK,38,survey-likert,1,filler,Music tapes that does are not even sold in stores anymore.,1,,,,,,,,*F,N
IpDqK,40,survey-likert,1,,IpDqK,40,survey-likert,1,filler,A lot of people would ride the metro if it was more affordable.,7,,,,,,,,F,N
IpDqK,42,survey-likert,1,,IpDqK,42,survey-likert,1,filler,Most older elephants are small and fast this season like cheetah adults.,4,,,,,,,,*F,N
IpDqK,43,survey-likert,1,,IpDqK,43,survey-likert,1,filler,He throws away books like I keep papers without reading the subtext.,6,,,,,,,,*F,N
IpDqK,44,survey-likert,1,,IpDqK,44,survey-likert,1,filler,Last night a truck driver was driving way too fast and nearly caused an accident.,7,,,,,,,,F,N
IpDqK,45,survey-likert,1,,IpDqK,45,survey-likert,1,filler,Malachi told the man in the sailor's cap that his father was in the navy.,6,,,,,,,,F,N
IpDqK,46,survey-likert,1,,IpDqK,46,survey-likert,1,filler,Canadians find they understand who Barry is unlike who Sarah.,2,,,,,,,,*F,N
IpDqK,47,survey-likert,1,,IpDqK,47,survey-likert,1,filler,Roberto knew the woman that everyone was talking about.,7,,,,,,,,F,N
IpDqK,49,survey-likert,1,,IpDqK,49,survey-likert,1,filler,Weirder things have happened in Samantha's life than in Parissa's.,7,,,,,,,,F,C
IpDqK,50,survey-likert,1,,IpDqK,50,survey-likert,1,filler,The president has said that he won't begin a war that the people don't want.,7,,,,,,,,F,N
IpDqK,51,survey-likert,1,,IpDqK,51,survey-likert,1,filler,Dirty laundry is easy to find and wash incompletely when Bill's homework.,2,,,,,,,,*F,N
IpDqK,52,survey-likert,1,,IpDqK,52,survey-likert,1,filler,Books have been written in darker times than without a typewriter.,2,,,,,,,,*F,C
IpDqK,53,survey-likert,1,,IpDqK,53,survey-likert,1,filler,The photographer still has a few friends that work for National Geographic.,7,,,,,,,,F,N
IpDqK,54,survey-likert,1,,IpDqK,54,survey-likert,1,filler,Christopher will have to work much more on the paper before it is finished.,4,,,,,,,,F,N
